,y,x,lon,lat,geometry_x,index_right,voronoi_id_x,OBJECTID,name,amenity,healthcare,healthcare_speciality,operator,operator_type,contact_phone,contact_website,contact_email,contact_fax,addr,address_full,address_street,address_housenumber,address_postcode,address_city,address_housename,address_suburb,address_subdistrict,address_district,address_province,address_state,denomination,religion,emergency,rooms,beds,capacity,wheelchair,wikidata,wikipedia,ORIG_FID,GlobalID,geometry_y,voronoi_id_y,travel_time
29,6037709.538577279,502728.3615074899,9.042116,54.487009,POINT (502728.3615074899 6037709.538577279),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,3.0653870270270267
30,6035023.264701138,506393.2229593502,9.09863,54.462834,POINT (506393.2229593502 6035023.264701138),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,3.5826745945945935
31,6036462.159095375,502830.71389624476,9.043684,54.475798,POINT (502830.71389624476 6036462.159095375),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,1.9822281081081083
32,6038426.337809658,505548.1029839428,9.085656,54.493428,POINT (505548.1029839428 6038426.337809658),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,6.857169729729731
33,6038420.907390181,505565.9866842481,9.085932,54.493379,POINT (505565.9866842481 6038420.907390181),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,6.874031351351352
34,6038405.3275899,505564.32162612345,9.085906,54.493239,POINT (505564.32162612345 6038405.3275899),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,6.820326486486487
35,6032973.996267111,510715.92010039237,9.165243,54.444344,POINT (510715.92010039237 6032973.996267111),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,20.375296216216213
36,6038413.421476505,505540.6699026256,9.085541,54.493312,POINT (505540.6699026256 6038413.421476505),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,6.806117837837839
37,6036608.110324128,502775.0916719105,9.042827,54.47711,POINT (502775.0916719105 6036608.110324128),7.0,7.0,12092.0,Dr. med. Ronan Steinhart,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{699BF0E7-018C-41A2-921B-8C4F6A84749E},POINT (503031.4562641241 6036863.369720797),7.0,1.459926486486487
38,6036974.000861274,506900.8620260074,9.106507,54.480359,POINT (506900.8620260074 6036974.000861274),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,6.521990270270269
39,6038864.311988117,505828.58866701345,9.089995,54.497361,POINT (505828.58866701345 6038864.311988117),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,8.586308108108106
40,6037432.842975435,502957.7399958571,9.045654,54.484521,POINT (502957.7399958571 6037432.842975435),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,2.371388108108108
41,6037392.992335566,502754.27117653,9.042513,54.484164,POINT (502754.27117653 6037392.992335566),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,3.0459340540540536
42,6036947.448785008,508857.2010810324,9.1367,54.48009,POINT (508857.2010810324 6036947.448785008),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,7.158331662162162
43,6037000.477747568,509060.0280372072,9.139832,54.480563,POINT (509060.0280372072 6037000.477747568),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,6.474474364864864
44,6035444.778429926,506002.51475664513,9.092611,54.466627,POINT (506002.51475664513 6035444.778429926),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,0.3060908108108108
45,6042001.927144245,504468.9263653892,9.069049,54.525573,POINT (504468.9263653892 6042001.927144245),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,20.40210743385348
46,6037553.701089108,502812.5447710151,9.043414,54.485608,POINT (502812.5447710151 6037553.701089108),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,2.44643027027027
47,6034932.832826062,515268.1272388055,9.23554,54.461832,POINT (515268.1272388055 6034932.832826062),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,0.9175718918918918
48,6037611.102656788,502790.547766283,9.043075,54.486124,POINT (502790.547766283 6037611.102656788),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,2.6786043243243234
49,6035470.029614179,505997.23160734965,9.09253,54.466854,POINT (505997.23160734965 6035470.029614179),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,0.5114724324324325
50,6035479.94245179,506004.7369884883,9.092646,54.466943,POINT (506004.7369884883 6035479.94245179),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,0.47120756756756754
51,6035205.370543364,505025.5724926928,9.077534,54.464486,POINT (505025.5724926928 6035205.370543364),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,4.38203027027027
52,6040798.907715517,502253.2118666369,9.034805,54.514776,POINT (502253.2118666369 6040798.907715517),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,12.920244324324326
53,6039336.702421662,500977.85998172604,9.0151,54.501639,POINT (500977.85998172604 6039336.702421662),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,10.88707135135135
54,6035992.008107844,512404.64188009687,9.19141,54.471429,POINT (512404.64188009687 6035992.008107844),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,11.926923243243243
55,6038300.07187157,502948.04441579833,9.045513,54.492315,POINT (502948.04441579833 6038300.07187157),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,4.29859135135135
56,6040898.362231888,502210.5011442474,9.034146,54.51567,POINT (502210.5011442474 6040898.362231888),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,13.27092648648649
57,6039327.712940329,502875.5620310582,9.044404,54.501551,POINT (502875.5620310582 6039327.712940329),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,7.761265945945947
58,6035525.592860042,505942.65066794114,9.091689,54.467354,POINT (505942.65066794114 6035525.592860042),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,0.7824421621621622
59,6039563.738674128,506706.8846670199,9.103572,54.503636,POINT (506706.8846670199 6039563.738674128),0.0,0.0,19679.0,Gemeinschaftspraxis Husum,doctors,doctor,,Carsten Philipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,{84FC446C-314C-4270-B04F-0CF12E0DC25B},POINT (504035.3906897929 6037264.69532552),0.0,12.390194594594593
60,6035536.83036146,506026.95782450086,9.09299,54.467454,POINT (506026.95782450086 6035536.83036146),2.0,2.0,6362.0,Praxis Harald Körner,doctors,doctor,,,,,,,,,,Mauweg,35,25866,Mildstedt,,,,,,,,,,,,,yes,,,,{3D81FC51-3443-49A2-BC7E-6E16C7AB5C90},POINT (506029.23332314467 6035590.365035542),2.0,0.27332108108108105
61,6036111.79727574,503649.6750721922,9.056318,54.472644,POINT (503649.6750721922 6036111.79727574),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,2.0592616216216215
62,6036127.73324545,503393.0362056005,9.052358,54.472789,POINT (503393.0362056005 6036127.73324545),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,2.294195675675676
63,6041811.049463554,501819.2559713816,9.028108,54.523874,POINT (501819.2559713816 6041811.049463554),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,12.955728893822396
64,6035130.377225316,505600.85713386687,9.086408,54.463806,POINT (505600.85713386687 6035130.377225316),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,2.460233513513513
65,6036114.898747999,503632.0456961687,9.056046,54.472672,POINT (503632.0456961687 6036114.898747999),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,2.001376216216216
66,6034680.785726535,506477.5865501605,9.099924,54.459755,POINT (506477.5865501605 6034680.785726535),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,3.034673513513512
67,6041673.738971853,502708.448404178,9.041845,54.522636,POINT (502708.448404178 6041673.738971853),9.0,9.0,14732.0,Uro-Praxis-Nord,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,{FB16AB6F-51F9-4B0D-BBAA-CA79DFF647EE},POINT (503327.33198565734 6037272.0906744385),9.0,10.882077001930503
68,6033220.478734549,510912.7986651788,9.168288,54.446555,POINT (510912.7986651788 6033220.478734549),6.0,6.0,23309.0,Ärztliche Gemeinschaftspraxis Ostenfeld,doctors,doctor,general,,,,,,,,,Hauptstraße,34a,25872,Ostenfeld (Husum),,,,,,,,,,,,,,,,11782.0,{769E8628-AA0D-48B3-AA7D-15F0DF818DE3},POINT (515490.7270711702 6034810.701852776),6.0,19.267864864864862
69,6034679.444613197,506473.43963665364,9.09986,54.459743,POINT (506473.43963665364 6034679.444613197),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,3.020497297297296
70,6034676.769562378,506470.20216547913,9.09981,54.459719,POINT (506470.20216547913 6034676.769562378),4.0,4.0,24236.0,Dr. med. Ernst-Helmut Müller,doctors,doctor,,,,,,,,,,Am Ehrenhain,16,25866,Mildstedt,,,,,,,,,,,,,limited,,,19079.0,{99E06CBB-11A5-443C-AEF9-94C722294F98},POINT (505967.5082834433 6035343.05063949),4.0,3.006859459459458
71,6036116.4226174215,503589.2085508676,9.055385,54.472686,POINT (503589.2085508676 6036116.4226174215),3.0,3.0,16233.0,Praxis ohne Grenzen,doctors,doctor,,Diakonisches Werk,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B2E794E0-8AF5-4704-B658-9D917EBC687A},POINT (503347.8105594618 6036531.941358078),3.0,1.875405405405405
